epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	-0.073	1.269	0.5	0.5	0.498	0.498	44.982	0.498	0.986
2	-0.095	1.36	0.5	0.5	0.501	0.501	45.01	0.501	0.991
3	-0.033	1.381	0.502	0.501	0.503	0.503	42.061	0.502	0.99
4	-0.002	1.379	0.501	0.501	0.502	0.502	42.079	0.501	0.99
5	0.0	1.378	0.504	0.503	0.505	0.504	42.231	0.504	0.989
6	-0.0	1.379	0.504	0.503	0.511	0.511	42.271	0.509	0.989
7	0.001	1.375	0.518	0.518	0.52	0.52	43.221	0.52	0.989
8	-0.005	1.375	0.529	0.527	0.523	0.522	42.778	0.521	0.99
9	0.003	1.373	0.535	0.533	0.53	0.531	42.913	0.529	0.989
10	0.001	1.372	0.535	0.532	0.544	0.546	42.652	0.543	0.989
11	0.0	1.363	0.539	0.535	0.538	0.54	42.801	0.536	0.989
12	0.0	1.354	0.543	0.539	0.528	0.53	42.493	0.529	0.988
13	0.0	1.347	0.545	0.54	0.55	0.554	42.619	0.55	0.988
14	0.0	1.345	0.545	0.541	0.549	0.553	42.629	0.55	0.988
15	0.0	1.344	0.545	0.541	0.546	0.548	42.653	0.545	0.988
16	0.0	1.344	0.543	0.539	0.551	0.554	42.58	0.55	0.988
17	-0.0	1.344	0.545	0.541	0.535	0.539	42.357	0.538	0.987
18	-0.0	1.342	0.545	0.54	0.543	0.547	42.526	0.543	0.988
19	0.0	1.343	0.544	0.539	0.552	0.556	42.519	0.552	0.987
20	-0.0	1.342	0.546	0.542	0.548	0.553	42.507	0.551	0.988
21	0.0	1.342	0.546	0.541	0.547	0.55	42.503	0.547	0.987
22	-0.0	1.342	0.544	0.54	0.55	0.552	42.533	0.548	0.987
23	-0.0	1.342	0.545	0.54	0.544	0.547	42.352	0.545	0.988
24	-0.0	1.343	0.542	0.537	0.549	0.552	42.472	0.549	0.987
25	-0.0	1.341	0.547	0.541	0.551	0.553	42.489	0.549	0.988
26	-0.001	1.342	0.546	0.541	0.552	0.556	42.539	0.553	0.988
27	-0.002	1.342	0.545	0.54	0.532	0.535	42.267	0.532	0.987
28	-0.006	1.341	0.546	0.541	0.551	0.554	42.505	0.551	0.988
29	-0.01	1.342	0.546	0.54	0.546	0.549	42.34	0.545	0.987
30	-0.018	1.344	0.546	0.541	0.549	0.553	42.44	0.55	0.987
31	-0.021	1.343	0.545	0.541	0.545	0.547	42.266	0.543	0.987
32	-0.02	1.343	0.547	0.542	0.55	0.552	42.373	0.55	0.987
33	-0.023	1.344	0.545	0.54	0.547	0.55	42.395	0.547	0.987
34	-0.022	1.343	0.545	0.541	0.546	0.549	42.278	0.545	0.987
35	-0.022	1.343	0.546	0.541	0.555	0.558	42.383	0.554	0.987
36	-0.022	1.344	0.545	0.541	0.55	0.554	42.369	0.549	0.987
37	-0.022	1.344	0.546	0.541	0.54	0.544	42.259	0.54	0.987
