epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	NaN	1.383	0.53	0.526	0.54	0.539	42.474	0.533	0.99
2	NaN	1.379	0.542	0.537	0.544	0.545	42.348	0.542	0.99
3	NaN	1.376	0.545	0.541	0.55	0.552	42.444	0.548	0.99
4	NaN	1.375	0.548	0.544	0.546	0.546	42.54	0.543	0.99
5	NaN	1.368	0.551	0.546	0.535	0.537	42.357	0.534	0.989
6	NaN	1.362	0.554	0.547	0.547	0.552	42.248	0.547	0.988
7	NaN	1.36	0.553	0.546	0.553	0.554	42.307	0.55	0.989
8	NaN	1.357	0.559	0.551	0.556	0.559	42.225	0.552	0.988
9	NaN	1.356	0.557	0.552	0.561	0.564	42.311	0.56	0.988
10	NaN	1.356	0.555	0.548	0.558	0.564	42.248	0.556	0.988
11	NaN	1.353	0.56	0.552	0.556	0.558	42.318	0.552	0.988
12	NaN	1.35	0.559	0.551	0.534	0.536	42.25	0.534	0.988
13	NaN	1.351	0.559	0.551	0.542	0.545	42.333	0.54	0.988
14	NaN	1.349	0.559	0.551	0.559	0.563	42.293	0.558	0.987
15	NaN	1.346	0.563	0.554	0.563	0.568	42.26	0.562	0.988
16	NaN	1.343	0.563	0.555	0.561	0.568	42.285	0.563	0.988
17	NaN	1.343	0.562	0.553	0.572	0.577	42.323	0.572	0.988
18	NaN	1.338	0.566	0.557	0.56	0.561	42.363	0.554	0.988
19	NaN	1.339	0.565	0.556	0.568	0.576	42.338	0.572	0.988
20	NaN	1.332	0.57	0.561	0.567	0.574	42.334	0.567	0.987
21	NaN	1.328	0.571	0.561	0.571	0.583	42.437	0.576	0.988
22	NaN	1.328	0.57	0.56	0.569	0.575	42.396	0.57	0.988
23	NaN	1.324	0.572	0.563	0.561	0.57	42.205	0.561	0.988
24	NaN	1.325	0.572	0.562	0.572	0.582	42.48	0.577	0.988
25	NaN	1.319	0.575	0.565	0.574	0.585	42.309	0.578	0.988
26	NaN	1.32	0.572	0.563	0.558	0.566	42.347	0.561	0.987
27	NaN	1.317	0.572	0.563	0.563	0.57	42.439	0.565	0.988
28	NaN	1.318	0.576	0.564	0.551	0.558	42.162	0.555	0.987
29	NaN	1.316	0.578	0.567	0.567	0.575	42.425	0.57	0.988
30	NaN	1.314	0.579	0.57	0.575	0.588	42.275	0.579	0.987
31	NaN	1.309	0.581	0.57	0.575	0.586	42.387	0.578	0.988
32	NaN	1.311	0.577	0.567	0.593	0.603	42.285	0.596	0.986
33	NaN	1.307	0.581	0.569	0.576	0.589	42.453	0.581	0.987
34	NaN	1.303	0.58	0.569	0.587	0.597	42.36	0.591	0.987
35	NaN	1.298	0.584	0.574	0.573	0.59	42.323	0.583	0.987
36	NaN	1.296	0.584	0.574	0.594	0.612	42.25	0.6	0.987
37	NaN	1.301	0.583	0.571	0.563	0.571	42.263	0.565	0.987
38	NaN	1.298	0.585	0.574	0.591	0.603	42.302	0.594	0.986
39	NaN	1.292	0.588	0.576	0.587	0.598	42.422	0.59	0.987
40	NaN	1.287	0.59	0.578	0.579	0.591	42.178	0.58	0.986
41	NaN	1.291	0.59	0.577	0.582	0.597	42.397	0.589	0.987
42	NaN	1.288	0.589	0.575	0.573	0.589	42.257	0.579	0.986
43	NaN	1.284	0.592	0.58	0.602	0.619	42.2	0.607	0.986
44	NaN	1.279	0.594	0.581	0.599	0.614	42.268	0.602	0.986
45	NaN	1.282	0.595	0.582	0.592	0.606	42.248	0.596	0.986
46	NaN	1.277	0.596	0.581	0.594	0.614	42.199	0.603	0.986
47	NaN	1.277	0.599	0.584	0.593	0.605	42.384	0.596	0.986
48	NaN	1.274	0.598	0.584	0.612	0.628	42.323	0.619	0.987
49	NaN	1.27	0.6	0.585	0.595	0.606	42.347	0.598	0.986
50	NaN	1.267	0.601	0.586	0.608	0.622	42.384	0.612	0.986
51	NaN	1.26	0.604	0.591	0.617	0.633	42.304	0.622	0.986
52	NaN	1.248	0.608	0.594	0.622	0.638	42.251	0.628	0.985
53	NaN	1.25	0.608	0.593	0.617	0.631	42.24	0.619	0.984
54	NaN	1.249	0.608	0.595	0.618	0.638	42.233	0.624	0.984
55	NaN	1.241	0.612	0.599	0.618	0.631	42.301	0.619	0.984
56	NaN	1.235	0.614	0.6	0.609	0.619	42.359	0.608	0.985
57	NaN	1.22	0.623	0.608	0.635	0.651	42.237	0.639	0.983
58	NaN	1.212	0.627	0.611	0.648	0.665	42.441	0.651	0.983
59	NaN	1.206	0.631	0.615	0.619	0.634	42.21	0.623	0.984
60	NaN	1.196	0.637	0.62	0.659	0.678	42.283	0.665	0.983
61	NaN	1.18	0.645	0.629	0.583	0.587	42.303	0.573	0.985
62	NaN	1.172	0.648	0.632	0.639	0.651	42.402	0.639	0.981
63	NaN	1.154	0.656	0.642	0.664	0.684	42.277	0.671	0.982
64	NaN	1.142	0.666	0.647	0.687	0.702	42.404	0.688	0.981
65	NaN	1.128	0.674	0.655	0.684	0.703	42.289	0.689	0.978
66	NaN	1.116	0.681	0.66	0.692	0.71	42.257	0.696	0.981
67	NaN	1.087	0.69	0.671	0.691	0.713	42.268	0.701	0.977
68	NaN	1.075	0.696	0.675	0.686	0.707	42.396	0.693	0.979
69	NaN	1.055	0.704	0.684	0.698	0.72	42.283	0.705	0.975
70	NaN	1.037	0.709	0.69	0.702	0.721	42.283	0.711	0.976
71	NaN	1.017	0.719	0.7	0.707	0.723	42.27	0.705	0.973
72	NaN	1.0	0.726	0.704	0.711	0.739	42.131	0.728	0.981
73	NaN	0.983	0.733	0.713	0.748	0.764	42.372	0.754	0.975
74	NaN	0.968	0.744	0.72	0.74	0.756	42.239	0.741	0.972
75	NaN	0.945	0.75	0.73	0.746	0.763	42.257	0.747	0.972
76	NaN	0.932	0.755	0.734	0.765	0.781	42.231	0.77	0.973
77	NaN	0.908	0.76	0.74	0.764	0.777	42.409	0.765	0.976
78	NaN	0.89	0.768	0.751	0.782	0.797	42.407	0.784	0.973
79	NaN	0.876	0.772	0.751	0.758	0.773	42.35	0.75	0.974
80	NaN	0.86	0.778	0.759	0.791	0.798	42.576	0.788	0.974
81	NaN	0.841	0.784	0.767	0.786	0.796	42.579	0.784	0.976
82	NaN	0.822	0.789	0.772	0.796	0.808	42.507	0.793	0.97
83	NaN	0.807	0.797	0.78	0.805	0.821	42.313	0.803	0.968
84	NaN	0.789	0.808	0.788	0.786	0.797	42.695	0.779	0.972
85	NaN	0.776	0.81	0.792	0.841	0.85	42.411	0.837	0.97
86	NaN	0.756	0.822	0.8	0.793	0.803	43.282	0.783	0.977
87	NaN	0.738	0.824	0.804	0.853	0.863	42.426	0.847	0.967
88	NaN	0.71	0.835	0.817	0.851	0.86	42.776	0.846	0.97
89	NaN	0.698	0.837	0.82	0.865	0.878	42.309	0.864	0.966
90	NaN	0.68	0.843	0.826	0.874	0.886	42.611	0.871	0.969
91	NaN	0.651	0.862	0.84	0.867	0.884	42.26	0.865	0.97
92	NaN	0.627	0.87	0.85	0.89	0.907	42.309	0.89	0.966
93	NaN	0.61	0.881	0.857	0.853	0.869	42.607	0.833	0.967
94	NaN	0.591	0.884	0.861	0.916	0.926	42.499	0.913	0.967
95	NaN	0.576	0.894	0.866	0.913	0.927	42.39	0.91	0.971
96	NaN	0.558	0.898	0.875	0.913	0.929	42.486	0.903	0.964
97	NaN	0.539	0.905	0.881	0.924	0.939	42.419	0.914	0.964
98	NaN	0.506	0.915	0.894	0.931	0.945	42.385	0.923	0.967
99	NaN	0.512	0.913	0.89	0.941	0.953	42.519	0.93	0.967
100	NaN	0.48	0.927	0.905	0.938	0.954	42.549	0.927	0.967
101	NaN	0.461	0.934	0.907	0.957	0.971	42.589	0.951	0.967
102	NaN	0.444	0.942	0.913	0.968	0.978	42.482	0.963	0.964
103	NaN	0.413	0.947	0.922	0.965	0.98	42.417	0.964	0.964
104	NaN	0.411	0.945	0.923	0.961	0.976	42.412	0.957	0.966
105	NaN	0.396	0.95	0.924	0.946	0.963	42.572	0.934	0.967
106	NaN	0.389	0.948	0.925	0.969	0.985	42.482	0.967	0.964
107	NaN	0.369	0.954	0.931	0.964	0.982	42.47	0.965	0.963
108	NaN	0.355	0.953	0.937	0.955	0.977	42.578	0.955	0.963
109	NaN	0.377	0.951	0.924	0.972	0.987	42.437	0.972	0.963
110	NaN	0.365	0.951	0.931	0.944	0.965	42.401	0.929	0.962
111	NaN	0.344	0.955	0.934	0.974	0.985	42.738	0.972	0.968
112	NaN	0.343	0.956	0.93	0.973	0.987	42.489	0.975	0.962
113	NaN	0.34	0.956	0.935	0.952	0.969	42.49	0.942	0.963
114	NaN	0.335	0.954	0.936	0.967	0.984	42.446	0.97	0.962
115	NaN	0.342	0.953	0.931	0.967	0.983	42.52	0.961	0.963
116	NaN	0.318	0.957	0.939	0.974	0.987	42.521	0.972	0.963
117	NaN	0.304	0.959	0.94	0.977	0.988	42.53	0.973	0.963
118	NaN	0.306	0.959	0.943	0.964	0.977	42.684	0.949	0.967
119	NaN	0.3	0.96	0.941	0.974	0.985	42.541	0.966	0.963
120	NaN	0.303	0.957	0.942	0.975	0.985	42.727	0.966	0.967
121	NaN	0.305	0.959	0.939	0.968	0.979	42.562	0.959	0.965
122	NaN	0.297	0.957	0.946	0.985	0.992	42.567	0.979	0.964
123	NaN	0.277	0.962	0.948	0.984	0.992	42.498	0.979	0.961
