epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	-0.073	1.384	0.521	0.52	0.537	0.536	42.974	0.535	0.989
2	-0.002	1.384	0.522	0.521	0.534	0.534	43.033	0.533	0.989
3	-0.069	1.385	0.52	0.518	0.532	0.533	42.967	0.53	0.988
4	-0.21	1.386	0.507	0.505	0.519	0.519	42.916	0.516	0.988
5	-0.143	1.386	0.502	0.502	0.503	0.503	42.005	0.503	0.99
6	0.032	1.386	0.503	0.503	0.506	0.507	42.006	0.506	0.99
7	-0.027	1.386	0.503	0.502	0.504	0.505	41.98	0.503	0.99
8	-0.002	1.386	0.503	0.502	0.509	0.508	41.973	0.508	0.99
9	-0.001	1.386	0.504	0.503	0.507	0.507	41.978	0.505	0.989
10	-0.0	1.386	0.505	0.504	0.508	0.506	41.977	0.506	0.989
11	0.0	1.386	0.506	0.505	0.497	0.497	41.983	0.496	0.99
12	0.0	1.383	0.517	0.514	0.527	0.527	42.295	0.523	0.988
13	0.003	1.381	0.521	0.519	0.532	0.534	42.288	0.53	0.989
14	0.004	1.371	0.536	0.532	0.541	0.544	42.366	0.54	0.987
15	-0.011	1.377	0.531	0.528	0.535	0.539	42.303	0.536	0.987
16	0.004	1.365	0.541	0.536	0.536	0.539	42.46	0.536	0.988
17	-0.002	1.358	0.545	0.54	0.545	0.548	42.202	0.545	0.986
18	-0.0	1.35	0.549	0.544	0.548	0.552	42.116	0.549	0.985
19	0.001	1.341	0.552	0.547	0.559	0.564	42.176	0.558	0.982
20	0.002	1.306	0.57	0.564	0.583	0.588	42.191	0.584	0.973
21	0.0	1.27	0.589	0.581	0.595	0.602	42.139	0.595	0.975
22	-0.0	1.239	0.601	0.592	0.59	0.596	42.15	0.588	0.972
23	0.0	1.21	0.615	0.605	0.626	0.636	42.128	0.628	0.972
24	-0.0	1.165	0.633	0.622	0.644	0.651	42.099	0.642	0.971
25	-0.0	1.134	0.642	0.631	0.647	0.656	42.205	0.645	0.973
26	-0.001	1.11	0.651	0.641	0.655	0.661	42.4	0.649	0.978
27	-0.0	1.095	0.653	0.642	0.678	0.682	42.172	0.673	0.966
28	0.0	1.081	0.662	0.648	0.674	0.681	42.134	0.671	0.968
29	-0.0	1.046	0.671	0.658	0.688	0.697	42.105	0.683	0.968
30	-0.0	1.015	0.684	0.671	0.707	0.712	42.084	0.702	0.967
31	0.0	1.004	0.69	0.675	0.724	0.729	42.148	0.719	0.963
32	-0.0	0.987	0.698	0.685	0.719	0.725	42.192	0.712	0.963
33	-0.0	0.975	0.706	0.692	0.721	0.731	42.09	0.715	0.965
34	-0.002	0.971	0.706	0.691	0.73	0.735	42.106	0.719	0.961
35	0.001	0.933	0.723	0.708	0.728	0.736	42.122	0.718	0.967
36	-0.002	0.923	0.726	0.711	0.724	0.735	42.073	0.713	0.966
37	-0.001	0.911	0.735	0.716	0.76	0.77	42.13	0.753	0.96
38	0.0	0.869	0.751	0.734	0.783	0.797	42.104	0.777	0.959
39	-0.0	0.837	0.765	0.746	0.802	0.81	42.156	0.791	0.96
40	-0.0	0.799	0.783	0.764	0.817	0.828	42.141	0.808	0.959
41	0.0	0.771	0.794	0.778	0.828	0.838	42.123	0.813	0.958
42	-0.001	0.758	0.804	0.783	0.812	0.825	42.116	0.785	0.965
43	-0.0	0.761	0.806	0.786	0.835	0.845	42.137	0.811	0.959
44	-0.001	0.77	0.807	0.784	0.809	0.825	42.104	0.788	0.957
45	-0.002	0.72	0.821	0.797	0.866	0.88	42.088	0.856	0.961
46	-0.001	0.708	0.83	0.803	0.882	0.891	42.13	0.862	0.956
47	-0.001	0.651	0.85	0.827	0.879	0.892	42.119	0.862	0.96
48	-0.002	0.645	0.854	0.83	0.899	0.911	42.097	0.881	0.955
49	-0.004	0.627	0.864	0.837	0.9	0.913	42.106	0.878	0.955
50	-0.004	0.603	0.864	0.847	0.919	0.931	42.103	0.902	0.955
51	-0.007	0.575	0.874	0.856	0.907	0.921	42.111	0.887	0.953
52	-0.011	0.571	0.877	0.856	0.908	0.921	42.115	0.879	0.956
53	-0.012	0.55	0.886	0.862	0.935	0.945	42.141	0.916	0.953
54	-0.033	0.584	0.878	0.853	0.896	0.908	42.082	0.857	0.959
55	-0.012	0.525	0.895	0.871	0.914	0.929	42.081	0.887	0.954
56	-0.024	0.516	0.899	0.875	0.938	0.952	42.131	0.914	0.951
57	-0.027	0.511	0.9	0.878	0.933	0.946	42.101	0.908	0.955
58	-0.04	0.485	0.907	0.886	0.952	0.962	42.12	0.923	0.953
59	-0.024	0.53	0.894	0.871	0.925	0.937	42.094	0.9	0.956
60	-0.024	0.573	0.89	0.862	0.926	0.94	42.082	0.899	0.954
61	-0.026	0.483	0.908	0.888	0.923	0.934	42.149	0.891	0.956
62	-0.022	0.495	0.908	0.884	0.955	0.965	42.085	0.928	0.955
63	-0.045	0.443	0.915	0.9	0.963	0.971	42.102	0.937	0.954
64	-0.042	0.432	0.92	0.904	0.962	0.972	42.077	0.941	0.951
65	-0.057	0.436	0.92	0.899	0.952	0.962	42.072	0.921	0.955
66	-0.084	0.454	0.918	0.895	0.963	0.971	42.098	0.936	0.955
67	-0.057	0.388	0.928	0.914	0.958	0.968	42.071	0.927	0.953
68	-0.029	0.406	0.922	0.91	0.964	0.969	42.087	0.932	0.955
69	-0.026	0.397	0.925	0.909	0.971	0.978	42.068	0.951	0.951
70	-0.036	0.437	0.917	0.9	0.969	0.978	42.067	0.947	0.951
71	-0.028	0.375	0.932	0.918	0.97	0.975	42.087	0.944	0.952
72	-0.019	0.375	0.93	0.914	0.966	0.973	42.066	0.937	0.952
73	-0.028	0.371	0.93	0.918	0.97	0.977	42.072	0.948	0.949
74	-0.011	0.346	0.936	0.925	0.971	0.978	42.053	0.945	0.95
75	-0.018	0.343	0.934	0.925	0.969	0.974	42.071	0.941	0.951
76	-0.025	0.374	0.926	0.918	0.969	0.974	42.054	0.941	0.95
77	0.006	0.348	0.934	0.924	0.961	0.968	42.065	0.92	0.95
78	-0.003	0.323	0.938	0.933	0.978	0.983	42.075	0.955	0.951
79	-0.005	0.354	0.936	0.922	0.962	0.972	42.049	0.936	0.955
80	0.002	0.332	0.937	0.927	0.956	0.964	42.054	0.92	0.958
81	-0.006	0.328	0.937	0.929	0.951	0.957	42.068	0.902	0.953
82	-0.014	0.326	0.94	0.931	0.977	0.982	42.06	0.949	0.949
