epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	NaN	1.387	0.505	0.505	0.499	0.5	47.703	0.5	0.998
2	NaN	1.382	0.523	0.524	0.502	0.501	43.407	0.502	0.992
3	NaN	1.377	0.531	0.529	0.525	0.525	43.318	0.521	0.992
4	NaN	1.376	0.53	0.53	0.517	0.515	43.571	0.515	0.991
5	NaN	1.373	0.532	0.531	0.515	0.514	43.615	0.514	0.991
6	NaN	1.374	0.533	0.531	0.511	0.51	43.32	0.508	0.99
7	NaN	1.373	0.527	0.525	0.517	0.516	43.347	0.515	0.99
8	NaN	1.369	0.516	0.515	0.515	0.515	42.411	0.514	0.989
9	NaN	1.365	0.514	0.514	0.515	0.513	42.091	0.513	0.99
10	NaN	1.364	0.508	0.507	0.515	0.512	42.035	0.514	0.989
11	NaN	1.363	0.513	0.512	0.514	0.513	42.331	0.513	0.989
12	NaN	1.363	0.512	0.511	0.511	0.51	42.369	0.51	0.989
13	NaN	1.361	0.513	0.511	0.51	0.509	42.065	0.509	0.989
14	NaN	1.36	0.515	0.514	0.511	0.512	42.261	0.51	0.989
15	NaN	1.362	0.512	0.512	0.51	0.509	42.121	0.51	0.989
16	NaN	1.362	0.51	0.51	0.496	0.495	42.092	0.496	0.989
17	NaN	1.361	0.513	0.513	0.509	0.509	42.011	0.508	0.989
18	NaN	1.36	0.514	0.513	0.515	0.514	42.059	0.515	0.989
19	NaN	1.36	0.511	0.511	0.514	0.514	42.201	0.513	0.989
20	NaN	1.36	0.513	0.512	0.512	0.513	42.081	0.511	0.989
21	NaN	1.359	0.51	0.51	0.509	0.51	42.074	0.51	0.989
22	NaN	1.36	0.509	0.508	0.514	0.514	42.051	0.515	0.99
23	NaN	1.359	0.513	0.512	0.512	0.512	41.977	0.513	0.99
24	NaN	1.359	0.509	0.508	0.508	0.507	42.033	0.507	0.989
25	NaN	1.359	0.509	0.509	0.52	0.521	42.057	0.52	0.989
26	NaN	1.358	0.512	0.511	0.508	0.507	42.219	0.508	0.989
27	NaN	1.358	0.512	0.511	0.507	0.506	42.017	0.505	0.989
28	NaN	1.358	0.514	0.513	0.502	0.502	42.141	0.501	0.989
29	NaN	1.358	0.512	0.512	0.511	0.512	42.108	0.511	0.989
30	NaN	1.357	0.513	0.512	0.514	0.515	42.181	0.513	0.989
31	NaN	1.358	0.512	0.512	0.506	0.506	42.142	0.507	0.989
32	NaN	1.357	0.511	0.51	0.51	0.511	42.062	0.512	0.989
33	NaN	1.356	0.512	0.511	0.507	0.507	42.058	0.508	0.989
34	NaN	1.357	0.511	0.511	0.514	0.513	42.065	0.51	0.989
35	NaN	1.357	0.514	0.513	0.513	0.512	42.046	0.512	0.989
36	NaN	1.356	0.516	0.515	0.511	0.51	42.062	0.509	0.989
37	NaN	1.356	0.512	0.512	0.513	0.513	42.047	0.513	0.989
38	NaN	1.355	0.516	0.515	0.515	0.515	42.15	0.513	0.989
39	NaN	1.355	0.513	0.512	0.516	0.515	42.283	0.515	0.988
40	NaN	1.354	0.512	0.512	0.51	0.508	42.095	0.509	0.989
41	NaN	1.353	0.513	0.514	0.506	0.506	42.197	0.506	0.989
42	NaN	1.352	0.512	0.512	0.512	0.514	42.146	0.512	0.988
43	NaN	1.353	0.511	0.511	0.518	0.518	42.158	0.519	0.988
44	NaN	1.352	0.512	0.511	0.519	0.52	42.111	0.519	0.988
45	NaN	1.351	0.515	0.516	0.513	0.514	42.107	0.514	0.988
46	NaN	1.351	0.514	0.514	0.515	0.515	42.083	0.515	0.987
47	NaN	1.35	0.512	0.512	0.517	0.517	42.164	0.516	0.984
48	NaN	1.348	0.516	0.516	0.515	0.515	42.124	0.515	0.986
49	NaN	1.349	0.513	0.513	0.521	0.522	42.099	0.521	0.985
50	NaN	1.349	0.515	0.515	0.507	0.506	42.102	0.505	0.987
51	NaN	1.347	0.515	0.515	0.517	0.516	42.086	0.515	0.986
52	NaN	1.346	0.515	0.515	0.516	0.515	42.139	0.516	0.985
53	NaN	1.347	0.513	0.513	0.508	0.507	42.244	0.506	0.982
54	NaN	1.347	0.516	0.516	0.509	0.51	42.184	0.509	0.985
55	NaN	1.347	0.516	0.516	0.516	0.515	42.189	0.516	0.983
56	NaN	1.346	0.514	0.514	0.526	0.525	42.175	0.524	0.983
57	NaN	1.346	0.515	0.516	0.514	0.515	42.226	0.514	0.983
58	NaN	1.346	0.517	0.517	0.516	0.516	42.112	0.516	0.985
59	NaN	1.348	0.516	0.516	0.511	0.511	42.1	0.511	0.983
60	NaN	1.347	0.517	0.517	0.517	0.517	42.153	0.517	0.982
61	NaN	1.345	0.519	0.519	0.518	0.517	42.132	0.517	0.982
62	NaN	1.346	0.515	0.515	0.515	0.516	42.1	0.516	0.983
63	NaN	1.345	0.516	0.515	0.514	0.514	42.172	0.515	0.982
64	NaN	1.345	0.514	0.514	0.512	0.513	42.148	0.512	0.982
65	NaN	1.346	0.513	0.514	0.514	0.514	42.255	0.512	0.98
66	NaN	1.345	0.514	0.514	0.523	0.524	42.113	0.524	0.984
67	NaN	1.346	0.515	0.515	0.516	0.516	42.244	0.517	0.98
68	NaN	1.345	0.516	0.515	0.52	0.521	42.225	0.52	0.981
69	NaN	1.345	0.512	0.512	0.518	0.518	42.136	0.517	0.983
70	NaN	1.345	0.514	0.514	0.516	0.517	42.112	0.516	0.984
