epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	NaN	1.388	0.5	0.5	0.493	0.495	51.193	0.495	0.997
2	NaN	1.386	0.507	0.509	0.523	0.525	45.692	0.524	0.997
3	NaN	1.382	0.524	0.523	0.509	0.508	43.674	0.507	0.993
4	NaN	1.378	0.534	0.533	0.528	0.528	43.494	0.525	0.992
5	NaN	1.376	0.536	0.533	0.506	0.506	43.353	0.506	0.991
6	NaN	1.378	0.531	0.529	0.515	0.515	43.422	0.514	0.991
7	NaN	1.373	0.526	0.523	0.521	0.522	42.797	0.521	0.99
8	NaN	1.368	0.514	0.513	0.513	0.515	42.076	0.514	0.989
9	NaN	1.367	0.512	0.51	0.516	0.517	42.019	0.515	0.989
10	NaN	1.366	0.511	0.509	0.51	0.51	41.995	0.509	0.989
11	NaN	1.365	0.508	0.507	0.513	0.513	42.029	0.513	0.989
12	NaN	1.364	0.511	0.51	0.509	0.51	42.079	0.508	0.99
13	NaN	1.362	0.515	0.514	0.512	0.513	42.039	0.512	0.989
14	NaN	1.361	0.513	0.511	0.514	0.513	41.993	0.513	0.989
15	NaN	1.361	0.516	0.515	0.515	0.515	41.984	0.515	0.989
16	NaN	1.362	0.513	0.512	0.51	0.508	41.967	0.508	0.989
17	NaN	1.361	0.509	0.508	0.51	0.508	41.977	0.509	0.989
18	NaN	1.361	0.512	0.511	0.513	0.512	42.014	0.511	0.99
19	NaN	1.36	0.514	0.513	0.516	0.516	42.003	0.516	0.989
20	NaN	1.361	0.513	0.512	0.515	0.515	42.028	0.516	0.989
21	NaN	1.36	0.514	0.514	0.51	0.51	41.991	0.509	0.989
22	NaN	1.361	0.512	0.511	0.511	0.511	42.188	0.511	0.988
23	NaN	1.361	0.51	0.509	0.501	0.501	42.006	0.501	0.989
24	NaN	1.36	0.515	0.514	0.498	0.498	41.979	0.498	0.989
25	NaN	1.36	0.512	0.51	0.509	0.511	41.99	0.512	0.989
26	NaN	1.359	0.513	0.512	0.508	0.508	42.031	0.508	0.989
27	NaN	1.359	0.514	0.514	0.51	0.51	42.056	0.509	0.989
28	NaN	1.358	0.515	0.514	0.509	0.51	42.01	0.509	0.989
29	NaN	1.358	0.514	0.513	0.511	0.511	42.02	0.512	0.989
30	NaN	1.358	0.509	0.507	0.512	0.513	42.103	0.513	0.989
31	NaN	1.358	0.514	0.514	0.508	0.507	42.024	0.506	0.989
32	NaN	1.357	0.513	0.512	0.514	0.515	42.042	0.514	0.989
33	NaN	1.356	0.513	0.512	0.509	0.509	42.068	0.508	0.989
34	NaN	1.357	0.512	0.511	0.509	0.508	42.044	0.51	0.989
35	NaN	1.356	0.514	0.514	0.509	0.509	42.138	0.506	0.989
36	NaN	1.357	0.514	0.514	0.514	0.514	42.039	0.513	0.99
37	NaN	1.356	0.514	0.512	0.51	0.511	42.076	0.511	0.989
38	NaN	1.356	0.511	0.511	0.514	0.514	42.153	0.513	0.99
39	NaN	1.357	0.515	0.516	0.514	0.515	42.092	0.513	0.989
40	NaN	1.356	0.508	0.507	0.51	0.51	42.037	0.51	0.989
41	NaN	1.355	0.516	0.516	0.509	0.509	42.103	0.509	0.989
42	NaN	1.356	0.512	0.511	0.515	0.516	42.12	0.513	0.989
43	NaN	1.357	0.515	0.514	0.514	0.514	42.137	0.513	0.99
44	NaN	1.355	0.514	0.512	0.514	0.514	42.122	0.513	0.989
45	NaN	1.355	0.511	0.511	0.512	0.511	42.114	0.511	0.99
46	NaN	1.356	0.514	0.513	0.514	0.515	42.092	0.515	0.989
47	NaN	1.354	0.513	0.513	0.514	0.514	42.16	0.514	0.989
48	NaN	1.353	0.515	0.514	0.514	0.514	42.125	0.513	0.989
49	NaN	1.354	0.513	0.511	0.513	0.515	42.097	0.513	0.989
50	NaN	1.354	0.516	0.515	0.515	0.515	42.121	0.515	0.989
51	NaN	1.353	0.514	0.514	0.512	0.513	42.054	0.513	0.989
52	NaN	1.353	0.512	0.512	0.51	0.509	42.089	0.51	0.988
53	NaN	1.353	0.513	0.514	0.509	0.51	42.1	0.509	0.988
54	NaN	1.353	0.515	0.514	0.519	0.52	42.111	0.521	0.988
55	NaN	1.355	0.511	0.51	0.51	0.511	42.081	0.512	0.988
56	NaN	1.352	0.513	0.513	0.501	0.501	42.126	0.501	0.987
57	NaN	1.351	0.514	0.513	0.518	0.518	42.103	0.518	0.987
58	NaN	1.351	0.515	0.514	0.516	0.516	42.137	0.516	0.987
59	NaN	1.35	0.516	0.515	0.515	0.515	42.138	0.514	0.987
60	NaN	1.35	0.515	0.514	0.514	0.515	42.18	0.513	0.986
61	NaN	1.349	0.512	0.513	0.515	0.517	42.119	0.515	0.987
62	NaN	1.348	0.513	0.513	0.514	0.515	42.109	0.515	0.986
63	NaN	1.349	0.515	0.515	0.514	0.514	42.119	0.514	0.986
64	NaN	1.348	0.515	0.515	0.514	0.514	42.146	0.512	0.985
