epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	NaN	1.385	0.518	0.516	0.518	0.518	42.009	0.517	0.989
2	NaN	1.383	0.524	0.522	0.518	0.519	42.005	0.516	0.989
3	NaN	1.382	0.525	0.523	0.511	0.51	41.984	0.509	0.989
4	NaN	1.382	0.525	0.524	0.515	0.515	41.989	0.513	0.989
5	NaN	1.382	0.524	0.523	0.527	0.527	41.985	0.526	0.989
6	NaN	1.382	0.526	0.524	0.524	0.524	41.973	0.523	0.989
7	NaN	1.382	0.525	0.523	0.522	0.521	41.983	0.519	0.989
8	NaN	1.381	0.527	0.525	0.527	0.527	41.973	0.526	0.989
9	NaN	1.381	0.526	0.524	0.525	0.524	41.974	0.521	0.989
10	NaN	1.38	0.53	0.528	0.513	0.512	41.981	0.511	0.989
11	NaN	1.381	0.53	0.527	0.523	0.523	41.983	0.52	0.989
12	NaN	1.381	0.528	0.526	0.518	0.518	41.99	0.515	0.988
13	NaN	1.381	0.53	0.527	0.526	0.526	41.984	0.523	0.989
14	NaN	1.381	0.529	0.526	0.515	0.515	41.985	0.513	0.989
15	NaN	1.38	0.529	0.528	0.518	0.518	41.98	0.516	0.989
16	NaN	1.38	0.53	0.527	0.525	0.527	41.973	0.525	0.989
17	NaN	1.38	0.529	0.527	0.532	0.533	41.981	0.53	0.989
18	NaN	1.379	0.531	0.528	0.527	0.527	41.975	0.524	0.989
19	NaN	1.379	0.532	0.53	0.527	0.527	41.981	0.525	0.988
20	NaN	1.379	0.531	0.529	0.519	0.519	41.97	0.517	0.989
21	NaN	1.379	0.532	0.529	0.527	0.527	41.972	0.524	0.989
22	NaN	1.379	0.532	0.529	0.531	0.531	41.983	0.53	0.989
23	NaN	1.379	0.531	0.529	0.531	0.532	41.971	0.53	0.989
24	NaN	1.379	0.53	0.528	0.532	0.533	41.972	0.53	0.989
25	NaN	1.379	0.531	0.529	0.529	0.53	41.972	0.528	0.989
26	NaN	1.379	0.53	0.527	0.53	0.53	41.971	0.528	0.989
27	NaN	1.379	0.532	0.529	0.531	0.531	41.97	0.528	0.989
28	NaN	1.378	0.534	0.532	0.533	0.534	41.973	0.532	0.989
29	NaN	1.378	0.532	0.53	0.534	0.536	41.973	0.534	0.988
30	NaN	1.378	0.535	0.532	0.514	0.513	41.968	0.512	0.989
31	NaN	1.377	0.535	0.533	0.523	0.524	41.968	0.522	0.989
32	NaN	1.378	0.532	0.53	0.531	0.532	41.968	0.528	0.988
33	NaN	1.379	0.533	0.53	0.531	0.532	41.964	0.53	0.989
34	NaN	1.378	0.534	0.532	0.531	0.53	41.972	0.529	0.989
35	NaN	1.378	0.534	0.531	0.532	0.531	41.967	0.529	0.989
36	NaN	1.378	0.533	0.532	0.526	0.526	41.964	0.523	0.989
37	NaN	1.378	0.534	0.531	0.528	0.53	41.963	0.526	0.989
38	NaN	1.378	0.534	0.532	0.53	0.529	41.962	0.528	0.989
39	NaN	1.377	0.535	0.532	0.528	0.529	41.961	0.526	0.989
40	NaN	1.378	0.534	0.531	0.531	0.531	41.962	0.529	0.989
41	NaN	1.378	0.533	0.531	0.518	0.517	41.964	0.513	0.989
42	NaN	1.377	0.533	0.53	0.525	0.525	41.963	0.524	0.988
43	NaN	1.377	0.533	0.531	0.533	0.535	41.962	0.533	0.988
44	NaN	1.376	0.535	0.534	0.532	0.532	41.961	0.532	0.988
45	NaN	1.376	0.536	0.534	0.53	0.531	41.964	0.528	0.988
46	NaN	1.375	0.536	0.534	0.534	0.535	41.963	0.531	0.988
47	NaN	1.376	0.536	0.533	0.537	0.537	41.962	0.535	0.988
48	NaN	1.375	0.537	0.535	0.531	0.531	41.961	0.53	0.988
49	NaN	1.376	0.535	0.534	0.539	0.54	41.96	0.538	0.988
50	NaN	1.375	0.536	0.534	0.537	0.538	41.961	0.535	0.988
51	NaN	1.376	0.535	0.532	0.524	0.523	41.962	0.52	0.988
52	NaN	1.376	0.534	0.532	0.532	0.533	41.961	0.53	0.988
53	NaN	1.375	0.537	0.535	0.533	0.533	41.964	0.532	0.988
54	NaN	1.376	0.535	0.533	0.53	0.53	41.963	0.528	0.988
55	NaN	1.375	0.536	0.534	0.534	0.536	41.961	0.533	0.988
56	NaN	1.374	0.538	0.535	0.536	0.538	41.963	0.535	0.988
57	NaN	1.375	0.536	0.534	0.532	0.533	41.962	0.531	0.988
58	NaN	1.375	0.536	0.534	0.534	0.534	41.964	0.531	0.988
59	NaN	1.376	0.536	0.534	0.536	0.536	41.962	0.533	0.988
60	NaN	1.375	0.538	0.535	0.536	0.536	41.962	0.535	0.988
61	NaN	1.375	0.537	0.535	0.538	0.538	41.96	0.536	0.988
62	NaN	1.375	0.539	0.537	0.534	0.533	41.963	0.532	0.988
63	NaN	1.375	0.536	0.534	0.53	0.532	41.961	0.53	0.988
64	NaN	1.375	0.536	0.534	0.536	0.537	41.962	0.535	0.988
65	NaN	1.375	0.537	0.535	0.536	0.537	41.962	0.535	0.988
66	NaN	1.375	0.537	0.535	0.538	0.539	41.962	0.536	0.988
67	NaN	1.375	0.538	0.536	0.533	0.534	41.96	0.531	0.988
68	NaN	1.375	0.537	0.534	0.536	0.537	41.961	0.536	0.988
69	NaN	1.375	0.537	0.535	0.527	0.528	41.962	0.524	0.988
70	NaN	1.375	0.536	0.534	0.534	0.536	41.958	0.533	0.988
71	NaN	1.374	0.537	0.536	0.533	0.534	41.961	0.531	0.988
72	NaN	1.375	0.539	0.536	0.532	0.532	41.962	0.531	0.988
73	NaN	1.375	0.538	0.536	0.534	0.535	41.963	0.534	0.988
74	NaN	1.375	0.537	0.535	0.536	0.536	41.962	0.535	0.988
75	NaN	1.374	0.539	0.536	0.527	0.527	41.962	0.524	0.988
76	NaN	1.375	0.537	0.536	0.534	0.534	41.96	0.532	0.988
77	NaN	1.375	0.538	0.536	0.534	0.534	41.963	0.532	0.988
78	NaN	1.375	0.538	0.536	0.53	0.529	41.963	0.526	0.989
79	NaN	1.375	0.539	0.537	0.537	0.537	41.962	0.534	0.988
80	NaN	1.374	0.54	0.538	0.529	0.529	41.961	0.526	0.988
81	NaN	1.375	0.535	0.533	0.535	0.535	41.962	0.534	0.988
82	NaN	1.375	0.537	0.535	0.535	0.534	41.959	0.534	0.988
83	NaN	1.375	0.536	0.535	0.533	0.535	41.963	0.532	0.988
84	NaN	1.375	0.539	0.537	0.535	0.535	41.963	0.535	0.988
85	NaN	1.375	0.538	0.535	0.536	0.537	41.964	0.535	0.989
86	NaN	1.375	0.538	0.535	0.532	0.534	41.961	0.531	0.988
87	NaN	1.375	0.537	0.535	0.533	0.536	41.961	0.532	0.988
88	NaN	1.375	0.538	0.536	0.535	0.536	41.962	0.532	0.988
89	NaN	1.374	0.538	0.537	0.532	0.533	41.96	0.53	0.988
90	NaN	1.374	0.537	0.536	0.532	0.533	41.959	0.532	0.988
91	NaN	1.375	0.535	0.533	0.536	0.537	41.961	0.535	0.988
92	NaN	1.375	0.536	0.534	0.535	0.535	41.963	0.534	0.988
93	NaN	1.375	0.537	0.535	0.538	0.539	41.963	0.537	0.988
94	NaN	1.375	0.537	0.534	0.528	0.529	41.962	0.525	0.988
95	NaN	1.375	0.538	0.535	0.537	0.538	41.962	0.536	0.988
96	NaN	1.374	0.538	0.536	0.536	0.538	41.962	0.534	0.988
97	NaN	1.375	0.537	0.535	0.536	0.537	41.961	0.535	0.988
98	NaN	1.374	0.538	0.536	0.534	0.535	41.962	0.534	0.988
99	NaN	1.375	0.537	0.535	0.533	0.534	41.962	0.533	0.988
100	NaN	1.374	0.539	0.536	0.538	0.538	41.96	0.536	0.988
101	NaN	1.375	0.538	0.536	0.536	0.536	41.96	0.535	0.988
102	NaN	1.375	0.539	0.536	0.535	0.535	41.961	0.534	0.988
103	NaN	1.375	0.538	0.535	0.536	0.536	41.962	0.534	0.988
104	NaN	1.375	0.539	0.536	0.526	0.526	41.96	0.523	0.988
105	NaN	1.375	0.538	0.535	0.532	0.532	41.961	0.53	0.988
106	NaN	1.375	0.537	0.533	0.531	0.532	41.962	0.531	0.988
107	NaN	1.375	0.538	0.536	0.53	0.531	41.963	0.529	0.988
108	NaN	1.375	0.539	0.536	0.533	0.533	41.963	0.53	0.988
109	NaN	1.376	0.537	0.535	0.534	0.535	41.964	0.531	0.988
110	NaN	1.375	0.536	0.533	0.534	0.535	41.961	0.533	0.988
111	NaN	1.375	0.537	0.536	0.531	0.532	41.965	0.528	0.988
112	NaN	1.375	0.537	0.535	0.535	0.534	41.961	0.531	0.988
113	NaN	1.375	0.536	0.535	0.532	0.533	41.962	0.531	0.988
114	NaN	1.375	0.537	0.535	0.537	0.537	41.962	0.536	0.988
115	NaN	1.375	0.537	0.535	0.527	0.527	41.963	0.523	0.988
116	NaN	1.375	0.535	0.533	0.536	0.537	41.96	0.534	0.988
117	NaN	1.375	0.537	0.534	0.533	0.535	41.96	0.532	0.988
118	NaN	1.374	0.539	0.537	0.528	0.528	41.961	0.524	0.988
119	NaN	1.374	0.538	0.537	0.528	0.528	41.961	0.526	0.988
120	NaN	1.375	0.536	0.533	0.534	0.533	41.964	0.532	0.988
121	NaN	1.375	0.537	0.535	0.532	0.531	41.96	0.531	0.988
122	NaN	1.375	0.54	0.537	0.531	0.532	41.962	0.53	0.988
123	NaN	1.375	0.538	0.536	0.535	0.535	41.961	0.534	0.988
124	NaN	1.374	0.538	0.536	0.536	0.536	41.963	0.534	0.988
125	NaN	1.375	0.538	0.536	0.529	0.53	41.962	0.529	0.989
126	NaN	1.375	0.537	0.534	0.536	0.536	41.962	0.534	0.988
127	NaN	1.375	0.538	0.536	0.526	0.527	41.962	0.523	0.988
128	NaN	1.375	0.536	0.534	0.529	0.53	41.964	0.528	0.988
129	NaN	1.374	0.538	0.535	0.536	0.536	41.961	0.534	0.988
130	NaN	1.374	0.539	0.537	0.534	0.534	41.962	0.532	0.988
131	NaN	1.374	0.541	0.538	0.536	0.536	41.964	0.534	0.988
132	NaN	1.375	0.538	0.536	0.532	0.532	41.961	0.531	0.988
133	NaN	1.374	0.538	0.536	0.536	0.536	41.96	0.534	0.988
134	NaN	1.375	0.536	0.535	0.532	0.531	41.962	0.53	0.988
135	NaN	1.374	0.541	0.538	0.537	0.538	41.96	0.536	0.988
136	NaN	1.375	0.537	0.534	0.531	0.53	41.962	0.528	0.988
137	NaN	1.375	0.537	0.536	0.534	0.535	41.962	0.533	0.988
138	NaN	1.374	0.538	0.536	0.535	0.535	41.96	0.533	0.988
139	NaN	1.376	0.534	0.533	0.54	0.539	41.962	0.537	0.988
140	NaN	1.375	0.536	0.534	0.538	0.539	41.96	0.536	0.988
141	NaN	1.374	0.538	0.537	0.537	0.538	41.959	0.535	0.988
142	NaN	1.375	0.539	0.536	0.529	0.529	41.961	0.526	0.988
143	NaN	1.374	0.538	0.536	0.538	0.539	41.96	0.536	0.988
144	NaN	1.375	0.537	0.535	0.536	0.537	41.962	0.534	0.988
145	NaN	1.375	0.538	0.537	0.538	0.538	41.962	0.536	0.988
146	NaN	1.375	0.537	0.535	0.531	0.532	41.961	0.528	0.988
147	NaN	1.375	0.537	0.535	0.534	0.534	41.961	0.532	0.988
148	NaN	1.375	0.538	0.536	0.538	0.536	41.96	0.535	0.988
149	NaN	1.375	0.538	0.536	0.537	0.537	41.961	0.535	0.988
150	NaN	1.375	0.538	0.536	0.532	0.531	41.961	0.53	0.988
151	NaN	1.375	0.537	0.535	0.535	0.535	41.96	0.533	0.988
152	NaN	1.375	0.537	0.535	0.535	0.534	41.961	0.53	0.988
153	NaN	1.375	0.538	0.536	0.536	0.537	41.961	0.536	0.988
154	NaN	1.375	0.537	0.535	0.534	0.535	41.964	0.532	0.988
155	NaN	1.375	0.539	0.538	0.532	0.532	41.96	0.531	0.988
156	NaN	1.376	0.535	0.533	0.538	0.538	41.961	0.537	0.988
157	NaN	1.375	0.536	0.535	0.538	0.539	41.963	0.537	0.988
158	NaN	1.375	0.539	0.536	0.534	0.535	41.962	0.534	0.988
159	NaN	1.375	0.538	0.536	0.535	0.535	41.964	0.533	0.988
160	NaN	1.374	0.54	0.538	0.537	0.536	41.958	0.535	0.988
161	NaN	1.375	0.536	0.534	0.534	0.533	41.962	0.531	0.988
162	NaN	1.374	0.539	0.537	0.536	0.537	41.962	0.536	0.988
163	NaN	1.375	0.537	0.535	0.534	0.536	41.964	0.532	0.988
164	NaN	1.375	0.538	0.536	0.535	0.536	41.963	0.534	0.988
165	NaN	1.375	0.538	0.536	0.533	0.534	41.96	0.531	0.988
166	NaN	1.374	0.538	0.536	0.535	0.535	41.962	0.533	0.988
167	NaN	1.375	0.538	0.536	0.533	0.534	41.962	0.531	0.988
