epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
1	-0.766	1.384	0.52	0.519	0.535	0.535	42.942	0.533	0.989
2	-0.711	1.385	0.518	0.517	0.524	0.523	43.459	0.521	0.989
3	-0.71	1.384	0.522	0.52	0.517	0.517	42.883	0.515	0.988
4	-0.693	1.382	0.531	0.529	0.53	0.531	42.483	0.529	0.989
5	-0.699	1.382	0.529	0.527	0.539	0.54	42.447	0.539	0.989
6	-0.699	1.378	0.536	0.533	0.534	0.536	42.482	0.532	0.988
7	-0.707	1.377	0.533	0.53	0.542	0.544	42.532	0.542	0.988
8	-0.718	1.372	0.536	0.533	0.537	0.541	42.212	0.537	0.987
9	-0.73	1.367	0.538	0.534	0.538	0.544	42.282	0.54	0.987
10	-0.75	1.364	0.54	0.535	0.514	0.516	42.918	0.514	0.988
11	-0.76	1.382	0.522	0.52	0.529	0.531	42.369	0.529	0.989
12	-0.718	1.371	0.536	0.532	0.541	0.546	42.327	0.542	0.986
13	-0.735	1.367	0.538	0.534	0.534	0.539	42.196	0.535	0.987
14	-0.745	1.371	0.531	0.527	0.545	0.552	42.217	0.549	0.987
15	-0.757	1.366	0.54	0.534	0.544	0.551	42.098	0.545	0.985
16	-0.748	1.361	0.54	0.535	0.535	0.539	42.179	0.534	0.987
17	-0.76	1.361	0.538	0.534	0.554	0.559	42.165	0.553	0.986
18	-0.776	1.362	0.539	0.534	0.541	0.549	42.041	0.543	0.986
19	-0.759	1.359	0.544	0.538	0.544	0.55	42.16	0.546	0.986
20	-0.76	1.357	0.541	0.535	0.537	0.545	42.061	0.541	0.986
21	-0.776	1.357	0.541	0.536	0.541	0.546	42.051	0.542	0.985
22	-0.78	1.36	0.544	0.537	0.543	0.547	42.124	0.543	0.985
23	-0.765	1.356	0.547	0.541	0.549	0.556	42.015	0.551	0.984
24	-0.776	1.35	0.552	0.544	0.555	0.565	42.03	0.558	0.984
25	-0.773	1.346	0.552	0.545	0.553	0.563	42.027	0.556	0.985
26	-0.785	1.342	0.556	0.549	0.559	0.568	42.034	0.561	0.984
27	-0.809	1.345	0.553	0.545	0.566	0.574	42.073	0.569	0.984
28	-0.803	1.342	0.56	0.551	0.571	0.581	42.094	0.573	0.984
29	-0.793	1.334	0.563	0.554	0.556	0.565	42.055	0.559	0.984
30	-0.813	1.342	0.559	0.551	0.573	0.58	42.067	0.572	0.984
31	-0.819	1.341	0.561	0.55	0.569	0.58	42.033	0.571	0.984
32	-0.827	1.344	0.554	0.547	0.547	0.557	42.006	0.55	0.984
33	-0.801	1.33	0.566	0.556	0.575	0.588	42.041	0.58	0.983
34	-0.836	1.331	0.566	0.556	0.57	0.583	42.014	0.573	0.982
35	-0.816	1.326	0.573	0.564	0.569	0.58	42.005	0.571	0.982
36	-0.834	1.325	0.572	0.563	0.587	0.599	42.049	0.588	0.982
37	-0.822	1.325	0.574	0.562	0.58	0.596	42.006	0.586	0.982
38	-0.859	1.327	0.572	0.562	0.584	0.597	42.01	0.585	0.982
39	-0.862	1.317	0.582	0.57	0.601	0.613	42.046	0.601	0.98
40	-0.935	1.327	0.576	0.565	0.594	0.61	42.042	0.599	0.981
41	-0.894	1.306	0.591	0.578	0.618	0.634	42.049	0.619	0.976
42	-0.97	1.298	0.596	0.582	0.625	0.64	42.027	0.622	0.975
43	-0.943	1.257	0.623	0.608	0.637	0.654	42.015	0.638	0.974
44	-0.974	1.239	0.627	0.611	0.65	0.664	42.019	0.646	0.973
45	-1.016	1.215	0.641	0.623	0.625	0.639	42.003	0.616	0.974
46	-1.033	1.192	0.652	0.632	0.709	0.724	42.023	0.705	0.968
47	-1.071	1.151	0.673	0.653	0.72	0.735	42.018	0.717	0.966
48	-1.114	1.142	0.678	0.658	0.683	0.7	42.032	0.676	0.967
49	-1.133	1.137	0.678	0.656	0.706	0.721	42.01	0.701	0.968
50	-1.203	1.115	0.685	0.666	0.7	0.718	42.015	0.691	0.966
51	-1.232	1.089	0.695	0.674	0.74	0.763	42.0	0.743	0.967
52	-1.24	1.062	0.709	0.689	0.756	0.775	42.007	0.756	0.964
53	-1.4	1.04	0.713	0.689	0.768	0.789	42.017	0.77	0.964
54	-1.418	1.022	0.723	0.699	0.762	0.783	42.002	0.763	0.965
55	-1.445	1.008	0.727	0.706	0.752	0.774	42.005	0.75	0.968
56	-1.504	1.075	0.705	0.679	0.723	0.74	42.014	0.718	0.973
57	-1.394	1.046	0.717	0.692	0.762	0.78	41.997	0.752	0.965
58	-1.445	1.014	0.729	0.705	0.796	0.814	42.009	0.793	0.964
59	-1.46	0.997	0.735	0.709	0.806	0.824	42.023	0.8	0.962
60	-1.601	0.964	0.749	0.721	0.805	0.824	42.011	0.798	0.96
61	-1.692	0.964	0.748	0.726	0.804	0.823	41.997	0.798	0.964
62	-1.776	0.949	0.758	0.731	0.832	0.849	42.021	0.827	0.959
63	-1.823	0.912	0.767	0.744	0.845	0.859	42.033	0.834	0.962
64	-1.747	0.902	0.77	0.748	0.845	0.862	42.013	0.84	0.958
65	-1.857	0.879	0.782	0.756	0.848	0.868	42.021	0.839	0.958
66	-1.985	0.909	0.771	0.743	0.865	0.882	42.011	0.856	0.957
67	-2.015	0.851	0.791	0.769	0.85	0.872	41.994	0.843	0.963
68	-2.074	0.893	0.775	0.754	0.882	0.895	42.005	0.869	0.959
69	-2.201	0.836	0.805	0.779	0.883	0.899	42.006	0.874	0.958
70	-2.281	0.862	0.791	0.765	0.884	0.899	42.052	0.87	0.954
71	-2.343	0.819	0.806	0.783	0.882	0.899	42.026	0.867	0.958
72	-2.524	0.825	0.802	0.779	0.9	0.915	42.009	0.889	0.96
73	-2.489	0.871	0.793	0.766	0.88	0.899	42.012	0.868	0.957
74	-2.519	0.816	0.81	0.783	0.887	0.904	42.02	0.872	0.959
75	-2.576	0.817	0.812	0.791	0.913	0.931	42.012	0.9	0.957
76	-2.755	0.792	0.82	0.799	0.908	0.926	41.997	0.895	0.956
77	-2.868	0.803	0.816	0.794	0.939	0.952	42.012	0.924	0.955
78	-2.903	0.742	0.836	0.817	0.926	0.941	42.008	0.909	0.956
79	-2.999	0.787	0.821	0.796	0.934	0.952	42.011	0.917	0.953
80	-3.058	0.766	0.834	0.808	0.943	0.959	42.005	0.923	0.958
81	-3.104	0.737	0.843	0.818	0.939	0.959	42.009	0.923	0.952
82	-3.173	0.751	0.838	0.813	0.944	0.958	42.004	0.919	0.96
83	-3.181	0.793	0.816	0.793	0.947	0.961	42.025	0.928	0.953
84	-3.213	0.77	0.83	0.805	0.951	0.968	42.019	0.937	0.954
85	-3.285	0.744	0.837	0.815	0.957	0.973	42.023	0.945	0.955
86	-3.407	0.775	0.832	0.81	0.951	0.966	42.01	0.933	0.954
87	-3.424	0.785	0.823	0.796	0.953	0.968	42.035	0.935	0.953
88	-3.325	0.734	0.839	0.82	0.962	0.975	42.021	0.946	0.952
89	-3.612	0.737	0.84	0.818	0.963	0.976	42.037	0.948	0.952
90	-3.574	0.717	0.85	0.829	0.945	0.962	42.035	0.926	0.953
91	-3.586	0.719	0.85	0.831	0.959	0.974	42.012	0.942	0.956
92	-3.793	0.696	0.855	0.838	0.956	0.971	42.015	0.94	0.955
93	-3.838	0.694	0.859	0.829	0.952	0.968	42.013	0.936	0.953
94	-3.861	0.816	0.82	0.793	0.89	0.909	42.042	0.867	0.961
95	-3.03	0.835	0.815	0.781	0.91	0.932	42.005	0.891	0.961
96	-3.154	0.848	0.794	0.769	0.955	0.971	42.031	0.941	0.952
97	-3.534	0.759	0.831	0.807	0.964	0.977	42.012	0.949	0.954
98	-3.577	0.706	0.849	0.829	0.928	0.946	42.006	0.904	0.96
99	-3.824	0.712	0.849	0.828	0.97	0.981	42.021	0.952	0.952
100	-4.049	0.719	0.844	0.829	0.959	0.972	42.004	0.939	0.954
101	-3.971	0.745	0.827	0.808	0.96	0.972	42.013	0.941	0.951
102	-4.125	0.756	0.834	0.812	0.96	0.973	42.006	0.945	0.954
103	-4.154	0.697	0.854	0.829	0.972	0.982	42.012	0.957	0.952
104	-4.569	0.668	0.86	0.843	0.957	0.969	42.015	0.936	0.953
105	-4.138	0.77	0.823	0.801	0.96	0.973	41.999	0.943	0.957
106	-4.082	0.718	0.846	0.823	0.966	0.98	42.01	0.949	0.953
107	-4.561	0.707	0.843	0.829	0.964	0.976	42.025	0.944	0.95
108	-4.498	0.673	0.851	0.839	0.974	0.982	42.01	0.958	0.95
109	-4.142	0.743	0.833	0.809	0.955	0.97	41.993	0.937	0.961
110	-4.409	0.685	0.854	0.836	0.971	0.981	41.997	0.956	0.951
111	-4.278	0.733	0.833	0.813	0.95	0.965	42.007	0.929	0.957
112	-4.183	0.723	0.845	0.815	0.95	0.966	42.001	0.929	0.956
113	-4.318	0.692	0.844	0.826	0.971	0.98	42.011	0.95	0.95
114	-4.462	0.699	0.837	0.822	0.975	0.983	42.005	0.958	0.953
115	-4.854	0.658	0.863	0.841	0.971	0.981	42.003	0.953	0.951
116	-4.964	0.716	0.83	0.816	0.972	0.982	41.998	0.953	0.955
117	-4.338	0.703	0.832	0.819	0.97	0.979	42.0	0.951	0.95
118	-4.789	0.694	0.842	0.83	0.972	0.981	41.99	0.953	0.951
119	-4.219	0.636	0.866	0.852	0.972	0.983	41.997	0.958	0.949
120	-4.466	0.671	0.855	0.842	0.972	0.983	41.999	0.958	0.95
121	-4.356	0.705	0.852	0.83	0.965	0.975	42.006	0.941	0.953
122	-4.485	0.651	0.859	0.848	0.977	0.987	41.997	0.965	0.951
123	-4.224	0.664	0.853	0.837	0.976	0.985	42.01	0.962	0.951
124	-4.746	0.654	0.86	0.84	0.972	0.983	42.003	0.955	0.953
125	-4.376	0.659	0.861	0.846	0.977	0.985	41.991	0.958	0.953
126	-4.158	0.695	0.84	0.827	0.976	0.985	41.996	0.959	0.951
127	-4.896	0.76	0.825	0.807	0.962	0.975	41.997	0.949	0.952
128	-4.295	0.675	0.856	0.842	0.973	0.981	41.991	0.953	0.953
129	-4.631	0.72	0.833	0.822	0.98	0.988	42.001	0.963	0.95
130	-4.015	0.677	0.848	0.829	0.979	0.988	42.01	0.964	0.951
131	-5.021	0.572	0.896	0.879	0.982	0.99	41.997	0.966	0.952
